Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,31,79,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,55,124,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,66,144,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,120,226,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,129,254,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,153,329,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,579,1225,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,59,103,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,109,192,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,245,375,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,616,1009,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,1245,2029,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1964,3105,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,2162,3372,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1813,2933,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,8213,13118,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,0-24,90,90,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,25-34,212,212,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,35-44,548,548,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,45-54,1296,1296,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,55-64,2764,2764,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,65-74,4326,4326,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,75-84,4810,4810,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,85+,4199,4199,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oklahoma,COVID-19,COVID-19,U071,All Ages,18245,18245,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,17,19,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,91,100,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,210,243,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,542,592,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,783,852,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,838,865,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,812,838,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,3300,3520,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,10,11,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,21,22,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,98,105,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,274,280,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,402,421,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,286,292,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1097,1137,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,17,17,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,59,59,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,114,114,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,233,233,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,257,257,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,122,122,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,38,38,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,843,843,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,0-24,10,12,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,25-34,20,20,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,35-44,71,74,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,45-54,184,188,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,55-64,441,457,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,65-74,708,740,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,75-84,840,881,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,85+,676,710,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory failure,J96,All Ages,2950,3082,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,55-64,27,27,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,65-74,29,29,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,75-84,35,35,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,85+,41,41,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Respiratory arrest,R09.2,All Ages,147,147,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,15,18,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,36,43,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,99,109,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,138,156,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,157,162,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,140,145,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,590,639,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,26,26,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,55,55,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,161,164,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,270,275,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,422,428,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,85+,588,615,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1525,1566,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,11,17,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,24,26,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,100,113,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,192,211,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,322,362,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,85+,360,394,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1010,1124,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,35-44,21,21,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,45-54,47,48,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,55-64,103,103,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,65-74,121,121,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,75-84,116,116,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,85+,79,79,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrest,I46,All Ages,492,493,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,12,12,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,22,22,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,79,85,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,163,168,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,370,385,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,491,510,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1142,1187,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,45-54,35,36,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,55-64,97,97,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,65-74,212,212,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,75-84,321,322,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,85+,553,553,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Heart failure,I50,All Ages,1237,1239,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,19,23,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,72,79,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,123,128,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,230,238,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,292,310,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,748,790,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,29,40,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,61,69,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,161,180,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,199,228,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,287,326,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,333,378,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1074,1225,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,35-44,28,28,
