Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,12.0,15.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,43.0,48.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,148.0,154.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,304.0,310.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,504.0,518.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,594.0,615.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1610.0,1665.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,35-44,20.0,20.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,45-54,50.0,50.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,55-64,135.0,135.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,65-74,317.0,317.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,75-84,533.0,534.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,85+,722.0,723.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Heart failure,I50,All Ages,1785.0,1787.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,14.0,15.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,38.0,43.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,122.0,129.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,246.0,258.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,279.0,301.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,316.0,328.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1024.0,1084.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,11.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,25.0,29.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,47.0,56.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,148.0,179.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,288.0,349.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,457.0,518.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,440.0,519.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,431.0,497.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1844.0,2158.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,25-34,11.0,11.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,35-44,37.0,37.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,45-54,144.0,144.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,55-64,293.0,293.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,65-74,438.0,439.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,75-84,386.0,386.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,85+,286.0,286.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Sepsis,Sepsis,A40-A41,All Ages,1603.0,1604.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,13.0,17.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,41.0,52.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,120.0,146.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,338.0,399.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,323.0,386.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,230.0,268.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1069.0,1274.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,25-34,13.0,13.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,35-44,49.0,49.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,45-54,157.0,158.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,55-64,401.0,404.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,65-74,648.0,649.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,75-84,654.0,659.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,85+,481.0,482.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Diabetes,Diabetes,E10-E14,All Ages,2407.0,2419.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,25-34,51.0,51.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,35-44,88.0,88.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,45-54,156.0,159.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,55-64,239.0,239.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,65-74,241.0,244.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,75-84,131.0,132.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,85+,35.0,35.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Obesity,Obesity,E65-E68,All Ages,950.0,957.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,65-74,60.0,60.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,75-84,276.0,276.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,85+,601.0,603.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Alzheimer disease,Alzheimer disease,G30,All Ages,946.0,948.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,13.0,13.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,113.0,113.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,443.0,445.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,782.0,784.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1352.0,1356.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,35-44,45.0,45.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,45-54,146.0,153.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,55-64,304.0,315.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,65-74,491.0,516.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,75-84,511.0,563.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,85+,440.0,471.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,Renal failure,Renal failure,N17-N19,All Ages,1954.0,2080.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,14.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,15.0,47.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,28.0,83.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,52.0,106.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,117.0,225.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,131.0,253.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,194.0,368.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,188.0,407.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,730.0,1503.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,35.0,70.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,78.0,137.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,222.0,417.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,487.0,948.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,1103.0,2117.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1914.0,3481.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,2286.0,4118.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,2417.0,4273.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,8542.0,15561.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,0-24,49.0,49.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,25-34,145.0,145.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,35-44,392.0,392.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,45-54,858.0,858.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,55-64,1877.0,1877.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,65-74,3254.0,3254.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,75-84,3782.0,3782.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,85+,4281.0,4281.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Washington,COVID-19,COVID-19,U071,All Ages,14638.0,14638.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,10.0,10.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,17.0,18.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,78.0,83.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,295.0,310.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,573.0,590.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1067.0,1101.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1107.0,1138.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,748.0,766.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,3895.0,4016.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,39.0,41.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,140.0,152.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,283.0,294.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,314.0,326.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,235.0,240.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1022.0,1064.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,11.0,11.0,
